fdcId,identifier,identifierType,foodType,foodDescription,value,foodWeight,valueUnit,foodMeasure,measureValue
2708691,58109050,Food Code,Survey (FNDDS),"Pizza, cheese and vegetables, whole wheat thin crust",200,1066,g,"1 large pizza (13-15 diameter)",2.13E+3
2708691,58109050,Food Code,Survey (FNDDS),"Pizza, cheese and vegetables, whole wheat thin crust",200,191,g,"1 personal size pizza (5-7 diameter)",382
2708684,58108000,Food Code,Survey (FNDDS),"Calzone, with cheese, meatless",390,424,g,"1 calzone or stromboli",1.65E+3
2708684,58108000,Food Code,Survey (FNDDS),"Calzone, with cheese, meatless",390,106,g,"Quantity not specified",413
2708685,58108010,Food Code,Survey (FNDDS),"Calzone, with meat and cheese",177,106,g,"Quantity not specified",188
2708685,58108010,Food Code,Survey (FNDDS),"Calzone, with meat and cheese",177,217,g,"1 Calizza",384
2708685,58108010,Food Code,Survey (FNDDS),"Calzone, with meat and cheese",177,11.5,g,"1 cubic inch",20.4
2708685,58108010,Food Code,Survey (FNDDS),"Calzone, with meat and cheese",177,424,g,"1 calzone or stromboli",750
2708687,58109015,Food Code,Survey (FNDDS),"Pizza, cheese, whole wheat thin crust",240,86,g,"1 piece, medium pizza",206
2708687,58109015,Food Code,Survey (FNDDS),"Pizza, cheese, whole wheat thin crust",240,6.20000000000000017763568394002504646778106689453125,g,"1 surface inch",14.9
2708687,58109015,Food Code,Survey (FNDDS),"Pizza, cheese, whole wheat thin crust",240,1278,g,"1 extra-large pizza (16-18 diameter)",3.07E+3
2708687,58109015,Food Code,Survey (FNDDS),"Pizza, cheese, whole wheat thin crust",240,238,g,"Quantity not specified",571
2708687,58109015,Food Code,Survey (FNDDS),"Pizza, cheese, whole wheat thin crust",240,119,g,"1 piece, large pizza",286
2708687,58109015,Food Code,Survey (FNDDS),"Pizza, cheese, whole wheat thin crust",240,128,g,"1 piece, extra-large pizza",307
2708687,58109015,Food Code,Survey (FNDDS),"Pizza, cheese, whole wheat thin crust",240,80,g,"1 piece, small pizza",192
2708687,58109015,Food Code,Survey (FNDDS),"Pizza, cheese, whole wheat thin crust",240,691,g,"1 medium pizza (11-12 diameter)",1.66E+3
2708687,58109015,Food Code,Survey (FNDDS),"Pizza, cheese, whole wheat thin crust",240,119,g,"1 piece, NFS",286
2708687,58109015,Food Code,Survey (FNDDS),"Pizza, cheese, whole wheat thin crust",240,480,g,"1 small pizza (8-10 diameter)",1.15E+3
2708687,58109015,Food Code,Survey (FNDDS),"Pizza, cheese, whole wheat thin crust",240,954,g,"1 large pizza (13-15 diameter)",2.29E+3
2708687,58109015,Food Code,Survey (FNDDS),"Pizza, cheese, whole wheat thin crust",240,175,g,"1 personal size pizza (5-7 diameter)",420
2708680,58107222,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thin crust",224,571,g,"1 medium pizza (11-12 diameter)",1.28E+3
2708680,58107222,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thin crust",224,5.0999999999999996447286321199499070644378662109375,g,"1 surface inch",11.4
2708680,58107222,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thin crust",224,114,g,"1 piece, extra-large pizza",255
2708680,58107222,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thin crust",224,100,g,"1 piece, NFS",224
2708680,58107222,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thin crust",224,147,g,"1 personal size pizza (5-7 diameter)",329
2708680,58107222,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thin crust",224,71,g,"1 piece, medium pizza",159
2708680,58107222,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thin crust",224,199,g,"Quantity not specified",446
2708680,58107222,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thin crust",224,1143,g,"1 extra-large pizza (16-18 diameter)",2.56E+3
2708680,58107222,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thin crust",224,100,g,"1 piece, large pizza",224
2708680,58107222,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thin crust",224,792,g,"1 large pizza (13-15 diameter)",1.77E+3
2708680,58107222,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thin crust",224,408,g,"1 small pizza (8-10 diameter)",914
2708680,58107222,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thin crust",224,68,g,"1 piece, small pizza",152
2708678,58107212,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thin crust",226,1218,g,"1 extra-large pizza (16-18 diameter)",2.75E+3
2708678,58107212,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thin crust",226,122,g,"1 piece, extra-large pizza",276
2708678,58107212,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thin crust",226,5.5,g,"1 surface inch",12.4
2708678,58107212,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thin crust",226,212,g,"Quantity not specified",479
2708678,58107212,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thin crust",226,106,g,"1 piece, large pizza",240
2708678,58107212,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thin crust",226,844,g,"1 large pizza (13-15 diameter)",1.91E+3
2708678,58107212,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thin crust",226,609,g,"1 medium pizza (11-12 diameter)",1.38E+3
2708678,58107212,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thin crust",226,72,g,"1 piece, small pizza",163
2708678,58107212,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thin crust",226,106,g,"1 piece, NFS",240
2708678,58107212,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thin crust",226,157,g,"1 personal size pizza (5-7 diameter)",355
2708678,58107212,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thin crust",226,76,g,"1 piece, medium pizza",172
2708678,58107212,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thin crust",226,435,g,"1 small pizza (8-10 diameter)",983
2708679,58107214,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thick crust",205,111,g,"1 piece, medium pizza",228
2708679,58107214,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thick crust",205,1244,g,"1 large pizza (13-15 diameter)",2.55E+3
2708679,58107214,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thick crust",205,256,g,"1 personal size pizza (5-7 diameter)",525
2708679,58107214,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thick crust",205,886,g,"1 medium pizza (11-12 diameter)",1.82E+3
2708679,58107214,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thick crust",205,162,g,"1 piece, extra-large pizza",332
2708679,58107214,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thick crust",205,105,g,"1 piece, small pizza",215
2708679,58107214,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thick crust",205,1620,g,"1 extra-large pizza (16-18 diameter)",3.32E+3
2708679,58107214,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thick crust",205,155,g,"1 piece, NFS",318
2708679,58107214,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thick crust",205,58,g,"1/2 English muffin",119
2708679,58107214,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thick crust",205,312,g,"Quantity not specified",640
2708679,58107214,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thick crust",205,100,g,"1/2 bagel",205
2708679,58107214,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thick crust",205,155,g,"1 piece, large pizza",318
2708679,58107214,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thick crust",205,165,g,"1 French bread",338
2708679,58107214,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thick crust",205,8.0999999999999996447286321199499070644378662109375,g,"1 surface inch",16.6
2708679,58107214,Food Code,Survey (FNDDS),"White pizza, cheese, with vegetables, thick crust",205,632,g,"1 small pizza (8-10 diameter)",1.30E+3
2708681,58107224,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thick crust",203,154,g,"1 piece, NFS",313
2708681,58107224,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thick crust",203,100,g,"1/2 bagel",203
2708681,58107224,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thick crust",203,110,g,"1 piece, medium pizza",223
2708681,58107224,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thick crust",203,626,g,"1 small pizza (8-10 diameter)",1.27E+3
2708681,58107224,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thick crust",203,1232,g,"1 large pizza (13-15 diameter)",2.50E+3
2708681,58107224,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thick crust",203,104,g,"1 piece, small pizza",211
2708681,58107224,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thick crust",203,1604,g,"1 extra-large pizza (16-18 diameter)",3.26E+3
2708681,58107224,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thick crust",203,154,g,"1 piece, large pizza",313
2708681,58107224,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thick crust",203,254,g,"1 personal size pizza (5-7 diameter)",516
2708681,58107224,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thick crust",203,877,g,"1 medium pizza (11-12 diameter)",1.78E+3
2708681,58107224,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thick crust",203,174,g,"1 French bread",353
2708681,58107224,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thick crust",203,8,g,"1 surface inch",16.2
2708681,58107224,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thick crust",203,308,g,"Quantity not specified",625
2708681,58107224,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thick crust",203,160,g,"1 piece, extra-large pizza",325
2708681,58107224,Food Code,Survey (FNDDS),"White pizza, cheese, with meat, thick crust",203,59,g,"1/2 English muffin",120
2708677,58107207,Food Code,Survey (FNDDS),"White pizza, cheese, thick crust",238,1112,g,"1 large pizza (13-15 diameter)",2.65E+3
2708677,58107207,Food Code,Survey (FNDDS),"White pizza, cheese, thick crust",238,282,g,"Quantity not specified",671
2708677,58107207,Food Code,Survey (FNDDS),"White pizza, cheese, thick crust",238,229,g,"1 personal size pizza (5-7 diameter)",545
2708677,58107207,Food Code,Survey (FNDDS),"White pizza, cheese, thick crust",238,145,g,"1 piece, extra-large pizza",345
2708677,58107207,Food Code,Survey (FNDDS),"White pizza, cheese, thick crust",238,99,g,"1 piece, medium pizza",236
2708677,58107207,Food Code,Survey (FNDDS),"White pizza, cheese, thick crust",238,792,g,"1 medium pizza (11-12 diameter)",1.88E+3
2708677,58107207,Food Code,Survey (FNDDS),"White pizza, cheese, thick crust",238,141,g,"1 piece, NFS",336
2708677,58107207,Food Code,Survey (FNDDS),"White pizza, cheese, thick crust",238,7.20000000000000017763568394002504646778106689453125,g,"1 surface inch",17.1
2708677,58107207,Food Code,Survey (FNDDS),"White pizza, cheese, thick crust",238,147,g,"1 French bread",350
2708677,58107207,Food Code,Survey (FNDDS),"White pizza, cheese, thick crust",238,565,g,"1 small pizza (8-10 diameter)",1.34E+3
2708677,58107207,Food Code,Survey (FNDDS),"White pizza, cheese, thick crust",238,93,g,"1/2 bagel",221
2708677,58107207,Food Code,Survey (FNDDS),"White pizza, cheese, thick crust",238,94,g,"1 piece, small pizza",224
2708677,58107207,Food Code,Survey (FNDDS),"White pizza, cheese, thick crust",238,139,g,"1 piece, large pizza",331
2708677,58107207,Food Code,Survey (FNDDS),"White pizza, cheese, thick crust",238,54,g,"1/2 English muffin",129
2708677,58107207,Food Code,Survey (FNDDS),"White pizza, cheese, thick crust",238,1448,g,"1 extra-large pizza (16-18 diameter)",3.45E+3
2708682,58107232,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thin crust",199,81,g,"1 piece, small pizza",161
2708682,58107232,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thin crust",199,236,g,"Quantity not specified",470
2708682,58107232,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thin crust",199,175,g,"1 personal size pizza (5-7 diameter)",348
2708682,58107232,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thin crust",199,486,g,"1 small pizza (8-10 diameter)",967
2708682,58107232,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thin crust",199,118,g,"1 piece, large pizza",235
2708682,58107232,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thin crust",199,6.0999999999999996447286321199499070644378662109375,g,"1 surface inch",12.1
2708682,58107232,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thin crust",199,1362,g,"1 extra-large pizza (16-18 diameter)",2.71E+3
2708682,58107232,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thin crust",199,681,g,"1 medium pizza (11-12 diameter)",1.36E+3
2708682,58107232,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thin crust",199,85,g,"1 piece, medium pizza",169
2708682,58107232,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thin crust",199,944,g,"1 large pizza (13-15 diameter)",1.88E+3
2708682,58107232,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thin crust",199,118,g,"1 piece, NFS",235
2708682,58107232,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thin crust",199,136,g,"1 piece, extra-large pizza",271
2708683,58107234,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thick crust",184,161,g,"1 piece, extra-large pizza",296
2708683,58107234,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thick crust",184,104,g,"1/2 bagel",191
2708683,58107234,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thick crust",184,883,g,"1 medium pizza (11-12 diameter)",1.62E+3
2708683,58107234,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thick crust",184,8.0999999999999996447286321199499070644378662109375,g,"1 surface inch",14.9
2708683,58107234,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thick crust",184,61,g,"1/2 English muffin",112
2708683,58107234,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thick crust",184,310,g,"Quantity not specified",570
2708683,58107234,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thick crust",184,630,g,"1 small pizza (8-10 diameter)",1.16E+3
2708683,58107234,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thick crust",184,110,g,"1 piece, medium pizza",202
2708683,58107234,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thick crust",184,255,g,"1 personal size pizza (5-7 diameter)",469
2708683,58107234,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thick crust",184,155,g,"1 piece, large pizza",285
2708683,58107234,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thick crust",184,1240,g,"1 large pizza (13-15 diameter)",2.28E+3
2708683,58107234,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thick crust",184,165,g,"1 French bread",304
2708683,58107234,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thick crust",184,105,g,"1 piece, small pizza",193
2708683,58107234,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thick crust",184,155,g,"1 piece, NFS",285
2708683,58107234,Food Code,Survey (FNDDS),"White pizza, cheese, with meat and vegetables, thick crust",184,1615,g,"1 extra-large pizza (16-18 diameter)",2.97E+3
2708676,58107205,Food Code,Survey (FNDDS),"White pizza, cheese, thin crust",272,92,g,"1 piece, large pizza",250
2708676,58107205,Food Code,Survey (FNDDS),"White pizza, cheese, thin crust",272,92,g,"1 piece, NFS",250
2708676,58107205,Food Code,Survey (FNDDS),"White pizza, cheese, thin crust",272,184,g,"Quantity not specified",500
2708676,58107205,Food Code,Survey (FNDDS),"White pizza, cheese, thin crust",272,1056,g,"1 extra-large pizza (16-18 diameter)",2.87E+3
2708676,58107205,Food Code,Survey (FNDDS),"White pizza, cheese, thin crust",272,528,g,"1 medium pizza (11-12 diameter)",1.44E+3
2708676,58107205,Food Code,Survey (FNDDS),"White pizza, cheese, thin crust",272,732,g,"1 large pizza (13-15 diameter)",1.99E+3
2708676,58107205,Food Code,Survey (FNDDS),"White pizza, cheese, thin crust",272,377,g,"1 small pizza (8-10 diameter)",1.03E+3
2708676,58107205,Food Code,Survey (FNDDS),"White pizza, cheese, thin crust",272,66,g,"1 piece, medium pizza",180
2708676,58107205,Food Code,Survey (FNDDS),"White pizza, cheese, thin crust",272,136,g,"1 personal size pizza (5-7 diameter)",370
2708676,58107205,Food Code,Survey (FNDDS),"White pizza, cheese, thin crust",272,106,g,"1 piece, extra-large pizza",288
2708676,58107205,Food Code,Survey (FNDDS),"White pizza, cheese, thin crust",272,63,g,"1 piece, small pizza",171
2708676,58107205,Food Code,Survey (FNDDS),"White pizza, cheese, thin crust",272,4.79999999999999982236431605997495353221893310546875,g,"1 surface inch",13.1
2708673,58106830,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thick crust",143,181,g,"1 piece, extra-large pizza",259
2708673,58106830,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thick crust",143,9,g,"1 surface inch",12.9
2708673,58106830,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thick crust",143,71,g,"1/2 English muffin",102
2708673,58106830,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thick crust",143,139,g,"1 piece, medium pizza",199
2708673,58106830,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thick crust",143,173,g,"1 piece, large pizza",247
2708673,58106830,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thick crust",143,1115,g,"1 medium pizza (11-12 diameter)",1.59E+3
2708673,58106830,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thick crust",143,118,g,"1 piece, small pizza",169
2708673,58106830,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thick crust",143,121,g,"1/2 bagel",173
2708673,58106830,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thick crust",143,706,g,"1 small pizza (8-10 diameter)",1.01E+3
2708673,58106830,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thick crust",143,278,g,"1 personal size pizza (5-7 diameter)",398
2708673,58106830,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thick crust",143,1810,g,"1 extra-large pizza (16-18 diameter)",2.59E+3
2708673,58106830,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thick crust",143,192,g,"1 French bread",275
2708673,58106830,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thick crust",143,1384,g,"1 large pizza (13-15 diameter)",1.98E+3
2708673,58106830,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thick crust",143,346,g,"Quantity not specified",495
2708673,58106830,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thick crust",143,173,g,"1 piece, NFS",247
2708671,58106760,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thick crust",152,157,g,"1 piece, NFS",239
2708671,58106760,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thick crust",152,220,g,"1 personal size pizza (5-7 diameter)",334
2708671,58106760,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thick crust",152,157,g,"1 piece, large pizza",239
2708671,58106760,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thick crust",152,9,g,"1 surface inch",13.7
2708671,58106760,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thick crust",152,181,g,"1 piece, extra-large pizza",275
2708671,58106760,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thick crust",152,314,g,"Quantity not specified",477
2708671,58106760,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thick crust",152,111,g,"1/2 bagel",169
2708671,58106760,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thick crust",152,175,g,"1 French bread",266
2708671,58106760,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thick crust",152,1013,g,"1 medium pizza (11-12 diameter)",1.54E+3
2708671,58106760,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thick crust",152,118,g,"1 piece, small pizza",179
2708671,58106760,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thick crust",152,127,g,"1 piece, medium pizza",193
2708671,58106760,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thick crust",152,1810,g,"1 extra-large pizza (16-18 diameter)",2.75E+3
2708671,58106760,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thick crust",152,64,g,"1/2 English muffin",97.3
2708671,58106760,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thick crust",152,706,g,"1 small pizza (8-10 diameter)",1.07E+3
2708671,58106760,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thick crust",152,1264,g,"1 large pizza (13-15 diameter)",1.92E+3
2708670,58106755,Food Code,Survey (FNDDS),"Pizza with meat and fruit, medium crust",152,636,g,"1 small pizza (8-10 diameter)",967
2708670,58106755,Food Code,Survey (FNDDS),"Pizza with meat and fruit, medium crust",152,106,g,"1 piece, small pizza",161
2708670,58106755,Food Code,Survey (FNDDS),"Pizza with meat and fruit, medium crust",152,150,g,"1 piece, large pizza",228
2708670,58106755,Food Code,Survey (FNDDS),"Pizza with meat and fruit, medium crust",152,845,g,"1 medium pizza (11-12 diameter)",1.28E+3
2708670,58106755,Food Code,Survey (FNDDS),"Pizza with meat and fruit, medium crust",152,1198,g,"1 large pizza (13-15 diameter)",1.82E+3
2708670,58106755,Food Code,Survey (FNDDS),"Pizza with meat and fruit, medium crust",152,165,g,"1 piece, extra-large pizza",251
2708670,58106755,Food Code,Survey (FNDDS),"Pizza with meat and fruit, medium crust",152,7.79999999999999982236431605997495353221893310546875,g,"1 surface inch",11.9
2708670,58106755,Food Code,Survey (FNDDS),"Pizza with meat and fruit, medium crust",152,150,g,"1 piece, NFS",228
2708670,58106755,Food Code,Survey (FNDDS),"Pizza with meat and fruit, medium crust",152,300,g,"Quantity not specified",456
2708670,58106755,Food Code,Survey (FNDDS),"Pizza with meat and fruit, medium crust",152,106,g,"1 piece, medium pizza",161
2708670,58106755,Food Code,Survey (FNDDS),"Pizza with meat and fruit, medium crust",152,1649,g,"1 extra-large pizza (16-18 diameter)",2.51E+3
2708670,58106755,Food Code,Survey (FNDDS),"Pizza with meat and fruit, medium crust",152,220,g,"1 personal size pizza (5-7 diameter)",334
2708674,58107050,Food Code,Survey (FNDDS),"Pizza, no cheese, thin crust",26.0,3.899999999999999911182158029987476766109466552734375,g,"1 surface inch",1.01
2708674,58107050,Food Code,Survey (FNDDS),"Pizza, no cheese, thin crust",26.0,432,g,"1 medium pizza (11-12 diameter)",112
2708674,58107050,Food Code,Survey (FNDDS),"Pizza, no cheese, thin crust",26.0,306,g,"1 small pizza (8-10 diameter)",79.6
2708674,58107050,Food Code,Survey (FNDDS),"Pizza, no cheese, thin crust",26.0,809,g,"1 extra-large pizza (16-18 diameter)",210
2708674,58107050,Food Code,Survey (FNDDS),"Pizza, no cheese, thin crust",26.0,51,g,"1 piece, small pizza",13.3
2708674,58107050,Food Code,Survey (FNDDS),"Pizza, no cheese, thin crust",26.0,81,g,"1 piece, extra-large pizza",21.1
2708674,58107050,Food Code,Survey (FNDDS),"Pizza, no cheese, thin crust",26.0,54,g,"1 piece, medium pizza",14.0
2708674,58107050,Food Code,Survey (FNDDS),"Pizza, no cheese, thin crust",26.0,110,g,"1 personal size pizza (5-7 diameter)",28.6
2708674,58107050,Food Code,Survey (FNDDS),"Pizza, no cheese, thin crust",26.0,599,g,"1 large pizza (13-15 diameter)",156
2708674,58107050,Food Code,Survey (FNDDS),"Pizza, no cheese, thin crust",26.0,150,g,"Quantity not specified",39.0
2708674,58107050,Food Code,Survey (FNDDS),"Pizza, no cheese, thin crust",26.0,75,g,"1 piece, large pizza",19.5
2708674,58107050,Food Code,Survey (FNDDS),"Pizza, no cheese, thin crust",26.0,75,g,"1 piece, NFS",19.5
2708669,58106750,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thin crust",143,170,g,"1 personal size pizza (5-7 diameter)",243
2708669,58106750,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thin crust",143,6,g,"1 surface inch",8.58
2708669,58106750,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thin crust",143,121,g,"1 piece, extra-large pizza",173
2708669,58106750,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thin crust",143,115,g,"1 piece, NFS",164
2708669,58106750,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thin crust",143,230,g,"Quantity not specified",329
2708669,58106750,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thin crust",143,80,g,"1 piece, medium pizza",114
2708669,58106750,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thin crust",143,636,g,"1 medium pizza (11-12 diameter)",909
2708669,58106750,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thin crust",143,1206,g,"1 extra-large pizza (16-18 diameter)",1.72E+3
2708669,58106750,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thin crust",143,471,g,"1 small pizza (8-10 diameter)",674
2708669,58106750,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thin crust",143,115,g,"1 piece, large pizza",164
2708669,58106750,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thin crust",143,78,g,"1 piece, small pizza",112
2708669,58106750,Food Code,Survey (FNDDS),"Pizza with meat and fruit, thin crust",143,923,g,"1 large pizza (13-15 diameter)",1.32E+3
2708672,58106820,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thin crust",134,189,g,"1 personal size pizza (5-7 diameter)",253
2708672,58106820,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thin crust",134,100,g,"1 piece, medium pizza",134
2708672,58106820,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thin crust",134,88,g,"1 piece, small pizza",118
2708672,58106820,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thin crust",134,796,g,"1 medium pizza (11-12 diameter)",1.07E+3
2708672,58106820,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thin crust",134,129,g,"1 piece, NFS",173
2708672,58106820,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thin crust",134,129,g,"1 piece, large pizza",173
2708672,58106820,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thin crust",134,1032,g,"1 large pizza (13-15 diameter)",1.38E+3
2708672,58106820,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thin crust",134,1346,g,"1 extra-large pizza (16-18 diameter)",1.80E+3
2708672,58106820,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thin crust",134,526,g,"1 small pizza (8-10 diameter)",705
2708672,58106820,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thin crust",134,258,g,"Quantity not specified",346
2708672,58106820,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thin crust",134,135,g,"1 piece, extra-large pizza",181
2708672,58106820,Food Code,Survey (FNDDS),"Pizza with beans and vegetables, thin crust",134,6.70000000000000017763568394002504646778106689453125,g,"1 surface inch",8.98
2708675,58107100,Food Code,Survey (FNDDS),"Pizza, no cheese, thick crust",23.0,129,g,"1 piece, extra-large pizza",29.7
2708675,58107100,Food Code,Survey (FNDDS),"Pizza, no cheese, thick crust",23.0,79,g,"1/2 bagel",18.2
2708675,58107100,Food Code,Survey (FNDDS),"Pizza, no cheese, thick crust",23.0,1287,g,"1 extra-large pizza (16-18 diameter)",296
2708675,58107100,Food Code,Survey (FNDDS),"Pizza, no cheese, thick crust",23.0,248,g,"Quantity not specified",57.0
2708675,58107100,Food Code,Survey (FNDDS),"Pizza, no cheese, thick crust",23.0,84,g,"1 piece, medium pizza",19.3
